203926,-23,-7,1019,560,-210,-1050,-1,-12,996,-466,-157,-331
210106,-25,-9,1010,490,-210,-1050,-1,-12,996,-466,-153,-319
216286,-25,-8,1013,560,-280,-1050,-1,-9,1002,-465,-153,-319
222466,-25,-8,1013,560,-280,-1050,-1,-9,1002,-474,-156,-319
228646,-25,-8,1015,560,-280,-1050,0,-10,1002,-474,-156,-319
234826,-25,-8,1015,560,-210,-1050,-1,-8,998,-468,-153,-319
241006,-26,-10,1010,560,-210,-1050,-1,-8,998,-459,-162,-327
247186,-24,-8,1014,630,-210,-1050,-1,-9,1003,-459,-162,-327
253366,-24,-8,1014,630,-280,-1050,0,-6,1001,-472,-165,-321
259546,-25,-8,1015,560,-280,-1050,0,-6,1001,-472,-165,-316
265726,-25,-8,1012,560,-210,-1050,-1,-8,999,-456,-157,-316
271906,-25,-8,1012,560,-210,-1050,-1,-8,999,-469,-160,-322
278086,-24,-8,1015,560,-210,-1050,0,-11,999,-469,-160,-322
284266,-25,-9,1014,630,-210,-1050,0,-11,1002,-463,-159,-319
290446,-25,-9,1014,630,-210,-1050,0,-11,1002,-468,-171,-318
296626,-24,-8,1013,490,-210,-1050,1,-12,1003,-468,-171,-318
302806,-24,-8,1013,490,-140,-1050,1,-11,1006,-474,-162,-325
308986,-24,-8,1014,490,-140,-1050,1,-11,1006,-474,-162,-318
315166,-25,-9,1011,490,-210,-1050,-1,-11,1003,-466,-166,-318
321346,-25,-9,1011,490,-280,-1050,-1,-11,1003,-465,-154,-325
327525,-24,-8,1015,560,-280,-1050,1,-12,999,-465,-154,-325
333705,-25,-7,1013,560,-210,-1050,0,-10,1003,-471,-157,-318
339885,-25,-7,1013,560,-210,-1050,0,-10,1003,-472,-162,-319
346065,-25,-8,1013,490,-210,-1050,-2,-10,1005,-472,-162,-319
352245,-25,-9,1014,420,-210,-1120,-2,-10,1005,-474,-159,-333
358425,-25,-9,1014,420,-210,-1120,-1,-7,1005,-474,-159,-333
364605,-26,-10,1013,420,-140,-1050,-2,-7,1003,-472,-163,-319
370785,-26,-10,1013,420,-210,-1050,-2,-7,1003,-468,-160,-319
376965,-25,-8,1013,420,-210,-1050,-2,-9,999,-468,-160,-319
383145,-25,-8,1013,490,-210,-1050,0,-9,1000,-469,-156,-331
389325,-25,-8,1013,490,-140,-1050,0,-9,1000,-462,-174,-315
395505,-24,-8,1012,490,-140,-1050,-2,-8,1000,-462,-174,-315
401685,-25,-8,1013,560,-210,-1050,-2,-8,1000,-472,-166,-324
407865,-25,-8,1013,560,-210,-1050,0,-11,995,-472,-166,-324
414045,-25,-9,1013,560,-140,-1120,-1,-10,1003,-465,-166,-331
420225,-23,-10,1013,630,-140,-1050,-1,-10,1003,-472,-162,-325
426405,-23,-10,1013,630,-140,-1050,0,-9,998,-472,-162,-325
432585,-25,-9,1013,560,-210,-1050,0,-9,1003,-465,-162,-312
438765,-25,-9,1013,560,-210,-1050,0,-8,1003,-474,-160,-325
444945,-25,-8,1013,560,-210,-1050,0,-10,1000,-474,-160,-325
451125,-25,-9,1012,560,-210,-1050,0,-10,1000,-466,-166,-315
457305,-25,-9,1012,560,-280,-1050,0,-9,999,-466,-166,-315
463484,-25,-9,1013,700,-280,-1050,0,-9,1001,-471,-162,-325
469664,-26,-9,1014,630,-210,-1050,0,-9,1001,-474,-172,-316
475844,-26,-9,1014,630,-210,-1050,0,-10,999,-474,-172,-316
482024,-26,-9,1012,630,-280,-1050,0,-10,999,-466,-169,-324
488204,-25,-7,1017,700,-280,-1050,0,-13,1004,-466,-156,-318
494384,-25,-7,1017,700,-280,-1050,0,-10,1000,-466,-156,-318
500564,-26,-9,1011,420,-210,-1050,0,-10,1000,-469,-168,-330
506744,-26,-9,1011,490,-210,-1050,0,-13,1005,-469,-168,-330
512924,-24,-7,1014,490,-210,-1050,0,-7,994,-472,-165,-324
519104,-24,-9,1011,490,-210,-1050,0,-7,994,-465,-169,-324
525284,-24,-9,1011,490,-210,-1050,1,-11,999,-465,-169,-324
531464,-23,-7,1016,490,-210,-1050,1,-11,999,-462,-181,-331
537644,-26,-9,1012,490,-140,-1050,0,-9,1003,-468,-171,-333
543824,-26,-9,1012,490,-140,-1050,0,-10,996,-468,-171,-333
550004,-23,-9,1014,490,-210,-1050,0,-10,996,-471,-168,-324
556184,-25,-9,1012,490,-210,-1050,-1,-10,994,-471,-168,-324
562364,-25,-9,1012,490,-210,-1050,-1,-10,994,-471,-166,-321
568544,-26,-8,1013,560,-140,-1050,-1,-10,994,-471,-175,-328
574724,-26,-8,1013,560,-210,-1050,0,-11,998,-471,-175,-328
580904,-26,-8,1013,560,-210,-1050,0,-11,998,-469,-166,-325
587084,-25,-8,1013,490,-210,-1050,-1,-8,1000,-469,-171,-327
593264,-25,-8,1013,490,-210,-1050,1,-10,997,-469,-171,-327
599443,-24,-8,1013,490,-210,-1050,1,-10,997,-463,-180,-327
605623,-24,-10,1013,490,-210,-1050,0,-11,999,-463,-180,-327
611803,-24,-10,1013,490,-210,-1050,0,-11,999,-472,-156,-315
617983,-25,-8,1012,560,-210,-1050,0,-9,1000,-469,-169,-315
624163,-24,-8,1016,560,-210,-1050,0,-12,1004,-469,-169,-315
630343,-24,-8,1016,560,-210,-1050,0,-12,1004,-465,-166,-325
636523,-25,-9,1011,490,-280,-1050,0,-14,1002,-468,-163,-330
642703,-25,-9,1011,490,-210,-1050,0,-14,1005,-468,-163,-330
648883,-25,-7,1014,490,-210,-1050,-1,-12,1005,-466,-174,-322
655063,-25,-9,1012,560,-210,-1050,0,-14,1003,-466,-174,-322
661243,-25,-9,1012,560,-210,-1120,0,-14,1003,-454,-168,-331
667423,-26,-8,1013,630,-210,-1120,0,-11,1000,-463,-177,-325
673603,-24,-8,1014,630,-210,-1050,-1,-12,1000,-463,-177,-325
679783,-24,-8,1014,630,-210,-1050,-1,-12,1000,-471,-174,-331
685963,-24,-9,1013,560,-210,-1050,0,-11,1000,-460,-172,-315
692143,-25,-8,1014,560,-210,-1050,0,-11,1000,-460,-172,-315
698323,-25,-8,1014,560,-210,-1050,0,-8,1000,-462,-163,-325
704503,-25,-8,1012,490,-210,-1050,-2,-7,998,-462,-163,-325
710683,-25,-8,1012,490,-210,-1050,-2,-7,998,-466,-174,-321
716863,-26,-8,1013,490,-210,-1050,-1,-8,1001,-465,-160,-321
723043,-25,-7,1013,490,-140,-1050,0,-8,1001,-465,-160,-321
729223,-25,-7,1013,490,-140,-1050,0,-8,1001,-474,-169,-324
735403,-25,-7,1014,490,-140,-1050,-1,-9,1000,-465,-174,-321
741582,-24,-8,1013,560,-210,-1050,-1,-9,1000,-465,-174,-321
747762,-24,-8,1013,560,-210,-1050,0,-12,999,-471,-168,-322
753942,-24,-8,1014,560,-210,-1050,0,-10,1003,-471,-168,-322
760122,-24,-9,1013,490,-210,-1050,0,-10,1003,-465,-165,-321
766302,-24,-9,1013,490,-210,-1050,-1,-10,998,-466,-169,-319
772482,-25,-8,1013,490,-140,-1050,-1,-10,998,-466,-169,-319
778662,-25,-8,1013,490,-210,-980,0,-9,1004,-472,-178,-324
784842,-25,-8,1013,490,-210,-980,0,-10,1006,-472,-171,-333
791022,-25,-8,1013,560,-210,-1050,0,-10,1006,-459,-171,-333
797202,-25,-8,1013,560,-210,-1050,0,-9,1004,-457,-163,-328
803382,-26,-8,1013,490,-210,-1050,0,-10,1004,-457,-163,-328
809562,-27,-9,1014,490,-210,-1050,0,-10,1004,-459,-169,-330
815742,-27,-9,1014,490,-210,-1050,0,-10,1002,-468,-162,-325
821922,-26,-8,1014,490,-210,-1050,0,-10,1002,-468,-162,-325
828102,-25,-9,1013,560,-210,-1050,-1,-10,1005,-462,-168,-322
834282,-25,-9,1013,560,-210,-1050,0,-10,1000,-462,-168,-325
840462,-24,-8,1012,490,-210,-1050,0,-10,1000,-468,-168,-325
846642,-24,-8,1012,560,-210,-1050,-1,-10,1003,-472,-163,-328
852822,-24,-9,1013,560,-210,-1050,-1,-10,995,-472,-163,-328
859002,-23,-8,1013,490,-210,-1050,0,-8,995,-463,-169,-325
865182,-23,-8,1013,490,-210,-1050,-1,-7,1000,-469,-166,-327
871362,-24,-9,1013,490,-210,-1050,-1,-7,1000,-469,-166,-327
877542,-24,-8,1012,490,-210,-1050,-1,-10,992,-466,-174,-331
883721,-24,-8,1012,490,-210,-1050,0,-7,1004,-466,-174,-322
889901,-25,-8,1014,490,-210,-1050,0,-7,1004,-465,-162,-322
896081,-25,-9,1012,560,-210,-1050,0,-7,997,-460,-168,-333
902261,-25,-9,1012,560,-210,-1050,0,-7,997,-460,-168,-333
908441,-25,-8,1014,630,-210,-1050,1,-7,1003,-468,-172,-331
914621,-25,-8,1014,560,-210,-1050,0,-10,1001,-466,-171,-330
920801,-25,-8,1012,560,-210,-1050,0,-10,1001,-466,-171,-330
926981,-26,-8,1014,560,-210,-1050,0,-11,1002,-468,-162,-331
933161,-26,-8,1014,560,-210,-1050,0,-11,1003,-468,-162,-324
939341,-25,-8,1012,490,-210,-1050,0,-11,1003,-451,-181,-324
945521,-24,-8,1013,490,-140,-1050,0,-11,1003,-466,-163,-319
951701,-24,-8,1013,490,-140,-1050,0,-11,1003,-466,-163,-319
957881,-25,-8,1012,560,-140,-1050,-1,-13,1002,-468,-163,-327
964061,-24,-9,1012,560,-140,-1120,0,-8,997,-466,-168,-324
970241,-24,-9,1012,560,-140,-1120,0,-8,997,-466,-168,-324
976421,-23,-9,1012,560,-210,-1050,-1,-7,1000,-460,-177,-328
982601,-23,-9,1012,560,-210,-1120,-1,-7,1000,-460,-177,-328
988781,-26,-10,1014,560,-210,-1120,-2,-8,997,-468,-172,-325
994961,-30,-15,1014,560,-210,-1330,-10,0,999,-460,-166,-321
1001141,-30,-15,1014,560,-210,-1820,-10,0,999,-460,-166,-321
1007321,-37,-25,1011,630,-210,-1820,-20,7,1002,-468,-169,-331
1013501,-40,-30,1014,630,-210,-3080,-18,8,1002,-460,-171,-330
1019680,-40,-30,1014,630,-210,-3080,-18,8,1002,-460,-171,-330
1025860,-36,-24,1013,560,-210,-4550,-12,2,1004,-468,-165,-328
1032040,-39,-16,1013,630,-210,-5600,-12,2,1004,-468,-165,-328
1038220,-39,-16,1013,630,-210,-5600,-4,6,1000,-472,-165,-322
1044400,-48,-18,1013,560,-210,-6160,-10,21,998,-466,-171,-330
1050580,-48,-18,1013,630,-210,-6580,-10,21,998,-466,-171,-330
1056760,-59,-22,1012,630,-210,-6580,-15,22,1001,-469,-171,-331
1062940,-61,-29,1008,770,-140,-6790,-15,22,999,-465,-168,-324
1069120,-61,-29,1008,770,-140,-6790,-25,30,999,-465,-168,-324
1075300,-67,-37,1018,630,-210,-6790,-43,29,1005,-460,-172,-324
1081480,-66,-62,1008,560,-140,-6790,-43,29,1005,-460,-172,-324
1087660,-66,-62,1008,560,-140,-6790,-58,39,1007,-460,-175,-321
1093840,-74,-74,1017,630,-280,-7420,-74,73,979,-472,-163,-325
1100020,-108,-85,998,700,-140,-8050,-74,73,979,-472,-163,-325
1106200,-108,-85,998,700,-140,-8050,-61,50,1022,-468,-165,-336
1112380,-85,-70,1032,770,-210,-9240,-61,50,1022,-466,-162,-330
1118560,-85,-70,1032,560,-210,-10010,-63,85,984,-466,-162,-330
1124740,-117,-67,999,560,-210,-10010,-46,78,978,-462,-163,-337
1130920,-113,-52,1000,840,-140,-10990,-46,78,978,-462,-163,-337
1137100,-113,-52,1000,840,-140,-10990,-21,59,1018,-469,-157,-322
1143279,-89,-24,1034,1120,-490,-11480,-13,48,974,-468,-163,-324
1149460,-83,-25,983,490,-140,-10920,-13,48,974,-468,-163,-324
1155639,-83,-25,983,490,-140,-10920,-2,6,1013,-471,-160,-339
1161820,-44,-13,1033,980,-420,-10220,-2,6,1013,-480,-171,-322
1167999,-40,-17,1006,700,-140,-9240,-7,5,993,-480,-171,-322
1174179,-40,-17,1006,700,-140,-9240,-6,-17,1015,-471,-162,-331
1180359,-20,-16,1023,910,-140,-8890,-6,-17,1015,-471,-162,-331
1186539,-20,-16,1023,420,-350,-8050,-17,-9,984,-471,-156,-343
1192719,-29,-26,1010,420,-350,-8050,-17,-9,984,-478,-156,-333
1198899,-46,-33,1005,700,-210,-6720,-23,7,1001,-478,-156,-333
1205079,-46,-33,1005,700,-210,-6720,-40,20,979,-475,-153,-328
1211259,-53,-40,1011,560,-140,-6580,-40,20,979,-469,-153,-339
1217439,-65,-30,1027,700,-630,-5670,-13,23,1045,-469,-153,-339
1223619,-65,-30,1027,700,-630,-5670,-25,48,954,-471,-153,-345
1229799,-79,-20,993,210,280,-4200,-25,48,954,-471,-153,-345
1235979,-54,-18,1044,840,-420,-3290,1,7,1018,-478,-157,-340
1242159,-54,-18,1044,840,-420,-3290,1,7,1018,-477,-157,-339
1248339,-48,-14,981,350,0,-2520,-1,6,978,-477,-157,-339
1254519,-48,-14,981,770,-350,-1610,13,-18,1003,-474,-156,-337
1260699,-24,4,1035,770,-350,-1610,13,-18,1003,-469,-154,-345
1266879,-28,5,996,840,-70,-980,12,-8,999,-469,-154,-345
1273059,-28,5,996,840,-70,-980,12,-8,1040,-471,-160,-340
1279239,-5,-19,1008,490,-280,-350,0,-20,1040,-471,-160,-340
1285419,-9,-4,1040,420,-350,-70,12,-28,1006,-487,-150,-354
1291598,-9,-4,1040,420,-350,-70,12,-28,1006,-478,-145,-361
1297778,-30,-19,978,140,420,-210,-9,-5,980,-478,-145,-361
1303958,-8,4,1039,980,-700,-140,11,-29,1062,-475,-151,-358
1310138,-8,4,1039,980,-700,-140,11,-29,1062,-469,-145,-351
1316318,-28,-28,985,0,140,1050,-11,-11,965,-469,-145,-351
1322498,-28,-28,985,560,-210,1610,-11,-11,965,-471,-144,-351
1328678,-20,0,1038,560,-210,1610,-9,1,992,-471,-144,-351
1334858,-45,-12,992,280,-140,2170,4,4,995,-472,-145,-364
1341038,-45,-12,992,280,-140,2170,4,4,995,-486,-138,-354
1347218,-36,-9,1024,560,0,2660,-2,-5,986,-486,-138,-354
1353398,-28,6,1026,700,-140,3150,-3,-9,1004,-471,-139,-370
1359578,-28,6,1026,700,-140,3150,-3,-9,1004,-459,-139,-367
1365758,-35,-17,995,280,-140,4060,11,-13,1011,-459,-139,-367
1371938,-22,-5,1031,560,-350,4970,11,-13,1011,-471,-147,-352
1378118,-22,-5,1031,560,-350,4970,-11,1,953,-471,-147,-352
1384298,-33,-14,1004,350,-70,5880,-4,-17,1045,-480,-144,-370
1390478,-33,-14,1004,350,-140,6230,-4,-17,1045,-474,-141,-366
1396658,-30,-7,1016,350,-140,6230,-4,-9,999,-474,-141,-366
1402838,-38,-10,1002,560,-70,6090,-4,-9,999,-474,-132,-370
1409018,-38,-10,1002,560,-70,6090,-13,14,975,-474,-129,-370
1415198,-37,-16,1032,350,-70,5740,3,-7,1022,-477,-129,-370
1421378,-32,-15,1015,350,-210,5460,3,-7,1022,-466,-129,-363
1427558,-32,-15,1015,350,-210,5460,-18,15,974,-466,-129,-363
1433737,-43,-13,993,350,-70,4550,10,0,1015,-475,-127,-370
1439917,-43,-6,1033,560,0,3780,10,0,1015,-474,-124,-372
1446097,-43,-6,1033,560,0,3780,-11,24,982,-474,-124,-372
1452277,-59,-13,1003,490,-140,2940,-11,24,982,-481,-133,-367
1458457,-59,-13,1003,560,-350,2310,6,5,1017,-481,-130,-372
1464637,-44,-8,1012,560,-350,2310,-3,29,970,-477,-130,-372
1470817,-55,-21,1002,490,-70,1470,-3,29,970,-475,-115,-381
1476997,-55,-21,1002,490,-70,1470,-5,1,991,-475,-115,-381
1483177,-43,-5,1019,210,-210,630,-5,1,1016,-472,-118,-370
1489357,-29,15,1016,560,-350,-420,28,5,1016,-477,-127,-375
1495537,-29,15,1016,560,-350,-420,35,-19,1004,-477,-127,-375
1501717,-19,10,1008,630,-140,-1890,35,-19,1004,-472,-114,-384
1507897,3,18,1023,630,-210,-3360,16,-36,1017,-472,-114,-376
1514077,3,18,1023,630,-210,-3360,15,-24,974,-481,-121,-376
1520257,-8,0,1000,490,-280,-4690,15,-24,974,-468,-106,-384
1526437,-8,0,1000,700,-210,-6440,21,-19,1035,-468,-106,-384
1532617,-12,10,1028,700,-210,-6440,21,-19,1035,-469,-112,-375
1538797,-22,-16,1003,490,-210,-7420,-14,-8,980,-481,-117,-387
1544977,-22,-16,1003,490,-210,-7420,0,-12,1005,-481,-117,-387
1551157,-28,-10,1019,910,-280,-8050,0,-12,1005,-469,-123,-388
1557337,-32,-17,1007,490,-140,-7840,-10,-3,979,-469,-123,-384
1563517,-32,-17,1007,490,-140,-7840,4,-17,1010,-477,-108,-384
1569696,-20,-1,1032,840,-350,-7630,4,-17,1010,-475,-100,-388
1575877,-10,-5,993,350,0,-7140,10,-29,979,-475,-100,-388
1582056,-10,-5,993,350,0,-7140,10,-29,979,-481,-105,-388
1588236,-9,1,1016,840,-140,-6580,26,-24,1018,-480,-111,-387
1594416,-9,1,1016,770,-350,-6020,0,-37,993,-480,-111,-387
1600596,2,14,1023,770,-350,-6020,0,-37,993,-474,-105,-397
1606776,-5,0,1006,630,-70,-5180,4,-38,982,-474,-105,-397
1612956,-5,0,1006,630,-70,-5180,4,-38,982,-471,-108,-394
1619136,0,0,1017,770,-210,-3850,6,-38,1007,-489,-105,-390
1625316,-3,-3,1003,700,-560,-1960,17,-44,1026,-489,-105,-390
1631496,-3,-3,1003,700,-560,-1960,17,-44,1026,-480,-100,-385
1637676,-18,-14,1019,700,-210,210,-21,0,995,-472,-99,-397
1643856,-45,-30,1015,630,-280,2590,-12,5,1031,-472,-99,-397
1650036,-45,-30,1015,630,-280,2590,-12,5,1031,-463,-102,-391
1656216,-70,-47,987,140,140,4480,-37,32,983,-463,-102,-391
1662396,-70,-47,987,560,-420,5040,-37,32,983,-474,-93,-405
1668576,-43,-32,1041,560,-420,5040,-27,24,1010,-465,-88,-406
1674756,-68,-53,992,350,210,3850,-22,32,965,-465,-88,-406
1680936,-68,-53,992,350,210,3850,-22,32,965,-477,-93,-393
1687116,-16,-29,1031,630,-140,770,-34,-23,1032,-471,-88,-396
1693296,-33,-21,991,420,-70,-1120,-34,-23,989,-471,-88,-396
1699476,-33,-21,991,420,-70,-1120,-1,4,989,-472,-85,-406
1705656,-39,0,1024,490,-210,-2730,4,-2,976,-472,-85,-406
1711836,-32,6,1021,700,-70,-3850,4,-2,976,-465,-85,-403
1718016,-32,6,1021,700,-70,-3850,21,-12,991,-466,-81,-411
1724195,-18,14,1016,490,-210,-4900,15,-15,1017,-466,-81,-411
1730375,-18,14,1016,490,0,-4270,15,-15,1017,-465,-70,-412
1736555,-27,3,1022,490,0,-4270,3,-10,992,-480,-82,-417
1742735,-29,-15,1017,630,-210,-2800,3,-10,992,-480,-82,-417
1748915,-29,-15,1017,630,-210,-2800,-11,-15,1010,-463,-78,-414
1755095,-33,-18,1006,210,0,-1540,-19,-11,1001,-463,-78,-414
1761275,-16,-15,1038,700,-280,-1050,-19,-11,1001,-472,-70,-418
1767455,-16,-15,1038,700,-280,-1050,-4,-14,989,-459,-66,-406
1773635,-20,-30,991,280,140,-420,-14,-30,1047,-459,-66,-406
1779815,-8,-21,1030,840,-350,-210,-14,-30,1047,-468,-76,-412
1785995,-8,-21,1030,840,-350,-210,-23,-19,976,-459,-66,-415
1792175,1,-44,1006,420,-210,630,-23,-19,976,-459,-66,-415
1798355,1,-44,1006,420,-210,1050,-30,-32,1014,-463,-66,-424
1804535,-12,-30,1009,420,-210,1050,-27,-19,985,-463,-66,-424
1810715,-15,-19,1006,280,-70,1610,-27,-19,985,-466,-61,-415
1816895,-15,-19,1006,280,-70,1610,1,-11,996,-475,-63,-426
1823075,-25,-12,1005,420,-70,2030,1,-11,996,-475,-63,-426
1829255,-15,0,1022,630,-140,1610,10,-19,1017,-471,-57,-415
1835435,-15,0,1022,630,-140,1610,5,-10,968,-463,-48,-426
1841615,-20,1,998,210,0,1050,5,-10,968,-463,-48,-426
1847794,-20,-5,1017,560,0,210,-2,0,1018,-471,-46,-418
1853974,-34,-5,1017,560,0,210,11,-11,1022,-471,-46,-418
1860154,-20,-5,1031,770,-280,-700,11,-11,1022,-463,-48,-426
1866334,-20,-5,1031,210,0,-1260,2,-1,1010,-463,-43,-424
1872514,-37,-10,1008,210,0,-1260,2,-1,1010,-463,-43,-424
1878694,-32,-15,1009,350,-140,-2030,-10,9,987,-469,-39,-424
1884874,-32,-15,1009,350,-140,-2030,-1,-31,1005,-457,-40,-421
1891054,-20,-5,1008,700,-140,-3080,-1,-31,1005,-457,-40,-421
1897234,-23,-8,1010,630,-140,-4130,17,4,1016,-450,-34,-430
1903414,-23,-8,1010,630,-140,-4130,17,4,989,-450,-34,-430
1909594,-25,4,1019,700,-140,-5180,-9,-7,989,-460,-25,-421
1915774,-25,-17,1006,630,-140,-5670,1,-20,1017,-466,-25,-432
1921954,-29,-17,1006,630,-140,-5670,1,-20,1017,-466,-25,-432
1928134,-34,-7,1006,630,-140,-5180,-14,-2,1000,-468,-21,-424
1934314,-34,-7,1006,280,-210,-4550,-12,-5,982,-451,-22,-426
1940494,-28,-20,1020,280,-210,-4550,-12,-5,982,-451,-22,-426
1946674,-24,-10,1011,630,-70,-3990,15,-8,1011,-462,-16,-430
1952854,-24,-10,1011,630,-70,-3990,15,-8,1011,-462,-16,-430
1959034,-15,-11,1007,350,0,-3150,-9,-23,983,-462,-12,-436
1965214,-15,-9,1017,770,-350,-2660,10,-19,1037,-466,-6,-429
1971394,-15,-9,1017,770,-350,-2660,10,-19,1037,-466,-6,-429
1977573,-22,-8,1003,490,-70,-2380,-23,-14,991,-456,-9,-429
1983754,-22,-17,1017,560,-280,-2170,5,-3,1009,-456,-9,-427
1989934,-30,-17,1017,560,-280,-2170,5,-3,1009,-454,-9,-427
1996113,-35,-18,1032,560,-280,-1610,-10,4,1006,-462,4,-429
2002293,-35,-18,1032,350,0,-1050,-10,4,1006,-462,4,-429
2008473,-41,-32,994,350,0,-1050,-7,0,1007,-457,1,-435
2014653,-43,-25,1017,420,-210,-350,-31,20,993,-454,13,-421
2020833,-43,-25,1017,420,-210,-350,-31,20,993,-454,13,-421
2027013,-41,-25,1031,560,-140,1050,-28,0,998,-462,13,-427
2033193,-57,-25,991,140,70,2730,-28,0,998,-462,15,-424
2039373,-57,-25,991,140,70,2730,2,-2,1038,-453,15,-424
2045553,-41,-10,1033,630,-490,3080,-26,21,943,-465,30,-439
2051733,-41,-10,997,420,70,3290,-26,21,943,-465,30,-439
2057913,-40,-10,997,420,70,3290,27,-3,1037,-450,24,-429
2064093,-18,7,1024,490,-140,3010,20,-8,992,-465,25,-427
2070273,-18,7,1024,490,-140,2100,20,-8,992,-465,25,-427
2076453,-20,-5,990,490,-140,2100,4,-32,1033,-456,28,-433
2082633,-7,9,1033,630,-140,1050,4,-32,1033,-456,28,-427
2088813,-7,9,1033,630,-140,1050,1,-10,956,-456,36,-427
2094993,-21,5,998,420,-280,140,21,-13,1020,-453,40,-414
2101173,-27,4,1007,560,140,350,21,-13,1020,-453,40,-414
2107353,-27,4,1007,560,140,350,6,-5,975,-457,43,-424
2113532,-16,5,1023,770,-350,350,6,-5,1010,-453,57,-423
2119712,-16,-4,1010,140,140,700,-2,-11,1010,-453,57,-423
2125893,-24,-4,1010,140,140,700,11,-10,1021,-457,46,-426
2132072,-33,-3,1019,560,-140,630,11,-10,1021,-457,46,-424
2138252,-33,-3,1019,420,-280,1050,12,-3,998,-447,49,-424
2144432,-37,-31,989,420,-280,1050,-26,16,1001,-459,55,-426
2150612,-32,-15,1036,350,-210,2100,-26,16,1001,-459,55,-426
2156792,-32,-15,1036,350,-210,2100,-3,-8,1015,-444,60,-429
2162972,-38,-19,988,630,70,2520,-3,-8,1015,-444,69,-420
2169152,-23,-12,1000,420,-350,3080,-8,-17,975,-444,69,-420
2175332,-23,-12,1000,420,-350,3080,13,-37,1012,-450,66,-420
2181512,-6,14,1037,560,-140,3780,13,-37,1012,-450,66,-420
2187692,-6,-7,959,280,0,4270,6,2,957,-453,64,-423
2193872,-34,-7,959,280,0,4270,6,-25,1048,-454,76,-418
2200052,-13,0,1053,560,-350,5180,6,-25,1048,-454,76,-418
2206232,-13,0,1053,350,140,5600,6,-7,983,-448,64,-429
2212412,-28,-4,1009,350,140,5600,6,-7,983,-454,72,-412
2218592,-46,-9,985,210,-70,5390,7,11,958,-454,72,-412
2224772,-46,-9,985,210,-70,5390,9,6,1056,-450,87,-421
2230952,-46,3,1030,490,-210,5180,9,6,1056,-450,87,-421
2237132,-46,0,1034,490,70,4900,7,28,996,-445,76,-418
2243312,-46,0,1034,490,70,4900,7,28,996,-450,87,-421
2249492,-47,5,1012,630,-210,3990,0,8,978,-450,87,-421
2255672,-47,5,1014,420,-210,3150,-3,5,1003,-447,85,-412
2261852,-48,-8,1014,420,-210,3150,-3,5,1003,-450,85,-403
2268032,-39,-22,1012,560,-210,2590,-4,14,967,-450,85,-403
2274211,-39,-22,1012,560,-140,2170,12,7,1027,-451,100,-414
2280391,-43,-13,975,560,-140,2170,12,7,1027,-451,100,-414
2286571,-45,-23,1003,350,140,2170,-16,11,994,-448,99,-409
2292751,-45,-23,1003,350,140,2170,-16,11,994,-445,103,-409
2298931,-32,-13,1025,700,-350,2450,-8,0,1017,-445,103,-409
