119.885,894
119.5329148311307,892
119.18082966226139,883
118.82874449339208,879
118.47665932452277,879
118.12457415565346,873
117.77248898678414,873
117.42040381791483,872
117.06831864904552,870
116.71623348017621,868
116.3641483113069,860
116.0120631424376,860
115.65997797356829,852
115.30789280469898,852
114.95580763582967,849
114.60372246696036,848
114.25163729809105,842
113.89955212922173,841
113.54746696035242,841
113.19538179148311,838
112.8432966226138,834
112.4912114537445,832
112.13912628487519,831
111.78704111600588,825
111.43495594713657,823
111.08287077826726,822
110.73078560939794,822
110.37870044052863,818
110.02661527165932,815
109.67453010279002,813
109.3224449339207,807
108.9703597650514,807
108.61827459618209,806
108.26618942731278,805
107.91410425844347,804
107.56201908957416,802
107.20993392070486,800
106.85784875183555,796
106.50576358296624,796
106.15367841409692,791
105.80159324522761,791
105.4495080763583,778
105.09742290748899,761
104.74533773861968,761
104.39325256975037,781
104.04116740088106,770
103.68908223201176,770
103.33699706314243,770
102.98491189427313,757
102.63282672540382,757
102.28074155653451,757
101.9286563876652,773
101.57657121879589,773
101.22448604992658,773
100.87240088105727,774
100.52031571218797,775
100.16823054331866,771
99.81614537444935,771
99.46406020558004,771
99.11197503671073,766
98.75988986784142,765
98.4078046989721,764
98.05571953010279,763
97.70363436123348,763
97.35154919236417,763
96.99946402349487,762
96.64737885462556,759
96.29529368575625,762
95.94320851688693,762
95.59112334801762,759
95.23903817914831,762
94.886953010279,766
94.53486784140969,3293
94.18278267254038,3308
93.83069750367108,3308
93.47861233480177,3293
93.12652716593246,3276
92.77444199706315,3274
92.42235682819384,3266
92.07027165932453,3263
91.71818649045522,3263
91.36610132158592,3263
91.0140161527166,3260
90.66193098384728,3257
90.30984581497798,3253
89.95776064610867,3250
89.60567547723936,3242
89.25359030837005,3240
88.90150513950074,3240
88.54941997063143,3238
88.19733480176211,3242
87.8452496328928,3247
87.4931644640235,3247
87.14107929515419,3246
86.78899412628488,3246
86.43690895741557,3246
86.08482378854626,3244
85.73273861967695,3243
85.38065345080764,3244
85.02856828193833,3249
84.67648311306903,3245
84.32439794419972,3245
83.97231277533041,3245
83.6202276064611,3245
83.26814243759178,3245
82.91605726872247,3246
82.56397209985316,3247
82.21188693098385,3254
81.85980176211454,3254
81.50771659324523,3254
81.15563142437591,3257
80.8035462555066,3259
80.4514610866373,3261
80.09937591776799,3259
79.74729074889868,3261
79.39520558002937,3264
79.04312041116006,3274
78.69103524229075,3276
78.33895007342144,3276
77.98686490455214,3277
77.63477973568283,3277
