Sample,Zeit,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,Acc_x2,Acc_y2,Acc_z2,Mag_x,Mag_y,Mag_z
83,512924,-10,-29,1010,490,70,140,-64,-15,982,-382,-139,-415
84,519104,-12,-30,1005,490,70,140,-62,-18,990,-369,-135,-412
85,525284,-7,-32,1003,560,70,140,-62,-18,990,-369,-135,-412
86,531464,-7,-32,1003,560,70,140,-62,-14,983,-376,-136,-418
87,537644,-9,-26,1015,980,140,70,-60,-25,1015,-376,-138,-427
88,543824,-8,-31,1007,350,140,-70,-60,-25,1015,-379,-138,-427
89,550004,-8,-31,1007,350,140,-70,-70,-11,974,-382,-132,-412
90,556184,-11,-32,1006,560,0,-70,-60,-20,1001,-382,-132,-412
91,562364,-11,-32,1006,490,70,-70,-60,-20,1001,-379,-136,-426
92,568544,-8,-30,1010,490,70,-70,-66,-13,976,-376,-133,-420
93,574724,-11,-30,1005,560,70,-70,-66,-13,976,-376,-133,-420
94,580904,-11,-30,1005,560,0,-70,-60,-16,1007,-376,-145,-418
95,587084,-13,-27,1013,560,0,-70,-64,-9,986,-376,-145,-418
96,593263,-16,-30,1004,420,70,70,-64,-9,986,-379,-142,-415
97,599443,-16,-30,1004,420,70,70,-58,-18,1001,-376,-141,-420
98,605623,-11,-28,1013,490,0,210,-58,-18,1001,-376,-141,-420
99,611803,-11,-31,1003,350,0,210,-64,-15,986,-369,-144,-408
100,617983,-11,-31,1003,350,0,210,-63,-14,994,-375,-145,-415
101,624163,-10,-30,1011,420,0,140,-63,-14,994,-375,-145,-415
102,630343,-10,-29,1006,420,0,210,-65,-13,993,-373,-145,-408
103,636523,-10,-29,1006,420,0,210,-61,-14,996,-373,-145,-408
104,642703,-8,-29,1011,280,140,280,-61,-14,996,-366,-142,-418
105,648883,-8,-29,1011,420,140,280,-65,-16,977,-376,-142,-420
106,655063,-11,-34,995,420,140,280,-65,-16,977,-376,-142,-420
107,661243,-8,-29,1008,980,0,140,-62,-18,991,-373,-145,-423
108,667423,-8,-29,1008,980,0,70,-54,-30,999,-373,-150,-414
109,673603,0,-25,1008,1260,-140,70,-54,-30,999,-381,-150,-414
110,679783,12,-16,1021,910,-140,-210,-48,-39,998,-375,-135,-417
111,685963,12,-16,1021,910,-140,-210,-45,-36,993,-375,-135,-417
112,692143,13,-15,1000,420,70,-910,-45,-36,993,-381,-139,-420
113,698323,20,-2,1010,560,70,-2030,-33,-46,990,-372,-144,-412
114,704503,20,-2,1010,560,70,-2030,-33,-46,990,-372,-144,-412
115,710683,23,0,1007,630,70,-3360,-34,-50,986,-370,-144,-418
116,716863,23,-6,1008,770,0,-4060,-43,-43,989,-370,-144,-418
117,723043,20,-6,1008,770,0,-4060,-43,-43,989,-373,-145,-411
118,729223,20,-15,1004,560,140,-3850,-53,-50,986,-379,-130,-420
119,735403,20,-15,1004,840,-70,-2870,-47,-49,1001,-379,-130,-420
120,741583,16,-21,1013,840,-70,-2870,-47,-49,1001,-382,-138,-412
121,747763,43,-4,1007,420,140,-2380,-34,-75,985,-376,-150,-415
122,753943,43,-4,1007,420,140,-2660,-34,-75,985,-376,-150,-415
123,760123,51,7,1014,630,-70,-2660,-22,-78,995,-387,-141,-420
